"GeneID"	"control_1"	"control_2"	"control_3"	"control_4"	"control_5"	"control_6"	"treatment_1"	"treatment_2"	"treatment_3"	"treatment_4"	"treatment_5"	"treatment_6"
"Zm00001eb320430"	5.34	4.34	44.32	44.37	14.24	12.48	8.37	8.72	63.03	64	29.54	25.34
"Zm00001eb320510"	13.45	16.87	20.16	21.86	48.93	52.57	20.63	21.2	48.19	45.94	37.55	35.97
"Zm00001eb320540"	47.62	45.55	15.5	12.99	9.81	8.99	15.8	15.31	8.27	9.81	1.9	1.34
"Zm00001eb320590"	34.2	32.37	16.96	13.24	34.04	32.46	23.71	20.04	18.57	17.86	30.3	27.72
"Zm00001eb320790"	9.78	6.96	17.54	15.82	8.84	11.83	9.02	5.57	25.42	23.54	15.9	18.53
"Zm00001eb320800"	124.34	119.44	286.58	281.71	302.73	335.72	137.79	139.78	171.86	183.11	126.22	124.77
"Zm00001eb320900"	10.38	13.39	14.16	15.11	22.18	23.37	27.74	26.91	25.61	21.07	40.11	38.54
"Zm00001eb321320"	3.49	4.68	22.19	25.12	10.69	12.49	6.57	6.65	18.6	19.21	19.05	18.95
"Zm00001eb321330"	74.54	67.79	84.64	78.42	73.98	69.67	92.85	89.47	106.04	107.74	84.92	85.19
"Zm00001eb321560"	12.01	11.8	30.24	30.77	11.96	12.45	14.82	16.27	15.04	17.36	10.13	9.88
"Zm00001eb321580"	51.06	51.75	22.53	21.62	54.3	54.87	40.11	38.24	28.45	26.34	15.8	12.3
"Zm00001eb321600"	53.49	54.32	29.82	27.17	43.54	48.39	37.53	38.09	23.31	23.47	12.38	11.49
"Zm00001eb321610"	18.73	17.13	39.38	36.21	18.98	20.22	16.97	17.73	35.2	35.86	18.29	20.17
"Zm00001eb321670"	11.25	12.26	155.36	152.11	10.01	12.37	11.25	9.3	60.4	60.38	7.13	9.54
"Zm00001eb321720"	62.15	60.81	45.39	38.1	23.19	29.18	42.03	38.47	35.56	31.47	26.28	28.53
"Zm00001eb321790"	48.65	45.01	475.03	466.84	146.19	133.8	130.54	128.37	217.63	226.22	138.18	145.45
"Zm00001eb321830"	79.96	82.03	21.85	27.3	89.06	94.64	60.78	76.3	14.56	15.88	55.03	55.05
"Zm00001eb321990"	43.41	33.98	37.92	36.01	71.26	87.66	47.3	50.4	60.88	57.45	52.24	56.01
"Zm00001eb322040"	64.94	60.27	41.91	38.03	68.74	63.33	60.73	62.04	54.94	51.09	30.56	34.82
"Zm00001eb322050"	76.33	78.69	25.97	28.73	52.2	52	119.29	118.78	37.64	36.39	90.61	93.58
"Zm00001eb322160"	19.05	18.135	34.585	36.265	26.44	30.195	24.315	28.505	38.445	38.605	32.495	31
"Zm00001eb322270"	1.155	1.33	51.24	51.16	7.55	6.4	0.77	1.125	100.225	102.98	14.54	15.92
"Zm00001eb322430"	10.85	12.4	129.1	119.15	10.31	9.14	11.59	8.79	110.85	108.59	23.28	19.38
"Zm00001eb322580"	50.63	50.2	48.67	47.55	77.31	86.37	46.05	42.06	236.21	250.9	96.83	104.15
"Zm00001eb322600"	7.29	7.2	783.37	771.45	20.48	18.69	5.57	6.53	237.89	241.91	6.65	8.11
"Zm00001eb322940"	149.83	137.95	44.92	43.63	109.27	108.25	122.41	113.2	39.05	38.7	36.56	31
"Zm00001eb322950"	13.8	14.73	10.03	11.35	101.49	93.49	42.52	44.97	1.41	1.22	3.65	3.76
"Zm00001eb323110"	146.11	141.99	486.98	476.79	460.3	509.27	395.07	409.18	770.34	772.4	1883.64	1875.69
"Zm00001eb323460"	38.38	37.36	14.68	19.5	22.78	25.04	35.56	31.57	21.04	23.58	11.62	13.66
"Zm00001eb323490"	192.385	192.125	24.175	24.265	56.25	47.105	84.555	85.595	53.54	49.285	36.865	36.36
"Zm00001eb323500"	21.33	17.65	31.66	39.59	7.8	11.8	13.65	13.97	29.74	28.17	14.37	19.07
"Zm00001eb323600"	29.74	32.14	27.86	24.09	31.51	31.28	30.83	33.66	33.81	30.43	26.06	24.15
"Zm00001eb323690"	19.47	19.5	28.18	25.37	30.07	32.86	24.75	23.87	43.08	40.07	46.04	42.65
"Zm00001eb323700"	54.95	53.72	54.52	59.63	48.17	43.32	52.66	50.9	68.23	70.75	64.4	55.65
"Zm00001eb323790"	9.61	10.15	22.39	17.33	14.72	14.54	9.01	11.69	30.87	28.15	20.04	20.65
"Zm00001eb324090"	38.66	37.76	3378.61	3203.3	161	126.15	92.03	81.98	1003.31	997.13	115.38	124.66
"Zm00001eb324100"	8.19	9.98	73.17	59.96	14.29	14.87	7.18	7.55	261.88	274.72	26.52	28.59
"Zm00001eb324160"	42.06	49.65	68.8	78.29	42.46	31.2	25.65	26.93	189.89	178.52	326.48	313.34
"Zm00001eb324240"	31.5	30.44	1253.67	1198.58	115.34	97.55	46.92	49.71	156.53	163.44	23.62	26.52
"Zm00001eb324270"	13.72	13.13	122.18	119.86	35.73	35	16.29	17.11	93.44	97.26	41.59	43.58
"Zm00001eb324390"	30.5	29.54	56.72	66.19	63.86	76.25	52.84	50.88	68.17	70.14	183.86	180.89
"Zm00001eb324400"	9.69	8.44	9.41	6.77	20.49	13.97	15.07	20.56	30.93	20.2	13.31	13.26
"Zm00001eb324900"	58.3	59.6	73.73	71.61	268.27	230.64	64.32	59.87	32.81	33.43	147.55	143.96
"Zm00001eb325220"	128.43	128.11	83.66	85.21	95.5	112.24	154.63	159.02	77.71	73.76	105.51	103.47
"Zm00001eb325410"	8.33	3.77	1213.69	1232.69	23.98	16.91	18.79	21.09	423.4	434.96	28.17	30.33
"Zm00001eb325810"	33.82	33.73	31.44	31.07	57.12	45.83	51.68	51.8	23.4	22.31	64.14	64.36
"Zm00001eb325840"	43.33	46.76	22.17	19.42	104.24	87.21	63.87	81.29	59.86	56.84	73.85	75.59
"Zm00001eb326230"	77.96	82.88	46.1	52.16	61.28	63.28	171.12	169.2	69.67	71.06	137.36	135.17
"Zm00001eb326330"	99.67	101.71	2.98	4.1	414.47	304.95	102.47	101.9	6.94	5.62	44.31	43.79
"Zm00001eb326490"	17.86	14.73	35.91	30.03	20.73	16.96	17.45	16.2	22.58	17.85	9.95	10.1
"Zm00001eb326610"	18.815	17.705	9.53	8.11	19.21	22.27	24.66	27.96	6.19	6.63	15.15	12.63
"Zm00001eb326630"	257.16	249.14	182.39	179.25	258.45	297.99	239.6	243.81	236.2	235.98	242.18	239.27
"Zm00001eb326720"	17.47	21.76	21.42	18.75	23.78	23.67	18.87	22.34	27.33	24.59	29.54	29.37
"Zm00001eb326900"	8.99	11.16	24.4	21.82	14.86	8.49	51.23	48.55	105.31	110.91	62.92	64.99
"Zm00001eb327200"	57.27	63.1	24.21	23.12	37.52	37.98	54.49	48.64	68.4	70.64	44.93	48.07
"Zm00001eb327260"	41.52	37.02	66.21	66.66	38.95	36.76	22.72	26.01	36.63	39.43	25.19	27.46
"Zm00001eb327330"	237.55	258.28	101.57	90.67	214.16	180.64	201.72	223.93	96.88	94.57	81.9	86.81
"Zm00001eb327390"	27.91	38.97	15.53	17.43	31.84	29.03	107.15	104.47	48.03	44.32	87.57	94.28
"Zm00001eb327430"	900.97	933.59	352.42	376.69	785.77	837.65	1061.31	1041.08	386.81	377.41	442.16	440.65
"Zm00001eb327450"	34.59	38.16	19.07	16.51	31.87	36.58	30.36	32.05	34.97	38.6	49.21	43.13
"Zm00001eb327640"	10.51	10.08	51.81	52.39	5.73	5.86	7.92	6.9	37.92	40.6	20.44	20.44
"Zm00001eb327780"	43.93	45.66	15.38	16.46	35.06	37.67	50.84	47.44	17.61	19.95	46.01	45.61
"Zm00001eb327800"	55.31	55.03	16.03	17.49	284	269.48	106.19	111.52	27.48	22	151.06	147.47
"Zm00001eb327870"	47.6	48.65	39.91	41.52	38.78	41.35	71.97	68.42	45.65	38.56	75.38	83.26
"Zm00001eb327980"	13.47	13.65	52.37	50.55	9.74	11.47	17.04	16.99	46.91	47.98	16.23	17.46
"Zm00001eb328080"	33.34	30.65	30.32	28.72	26.4	29.06	30.93	31.54	36.56	36.26	27.73	30.89
"Zm00001eb328390"	5.6	5.01	409.16	375.71	19.39	16.53	6.79	10.63	151.13	148.72	6.86	6.75
"Zm00001eb328410"	8.97	7.87	16.49	17.93	25.47	21.85	5.18	5.61	14.11	11.46	10.32	11.45
"Zm00001eb328430"	4.17	5.02	4.55	6.92	15.8	11.17	9.32	9.45	20.05	20.7	30.63	36.57
"Zm00001eb328440"	20.06	20.5	48.52	44.59	20.51	14.54	12.41	14.79	48.04	43.09	28.1	26.08
"Zm00001eb328450"	49.12	40.53	37.12	43.75	35.82	37.92	59.2	58.75	98.51	108.65	80	99.35
"Zm00001eb328760"	3.83	3.23	45.74	39.42	9.97	8.07	8.21	9.89	171.78	175.08	64.88	62.4
"Zm00001eb328970"	18.68	12.09	20.77	21.92	20.02	23.64	13.55	13.39	14.61	18.5	35.02	33.61
"Zm00001eb329030"	80.56	87.23	21.89	21.6	40.43	36.58	63.27	73.78	47.36	43.54	52.61	47.32
"Zm00001eb329070"	0.74	0.84	28.65	30.87	2.54	2.95	1.09	1.89	19.47	18.68	12.31	13.11
"Zm00001eb329090"	126.84	129.46	48.72	51.59	72.4	76.07	109.73	107.05	66.31	61	69.27	76.22
"Zm00001eb329150"	64.02	58.56	18.12	19.45	64.46	78.33	89.54	78.54	20.24	28.26	39.98	38.98
"Zm00001eb329270"	81.23	83.03	137.64	129.96	83.79	89.8	90.96	85.75	136.52	138.8	72.43	77.65
"Zm00001eb329710"	22.8	19.43	101.85	101.76	19.12	22.2	31.9	27.78	140.2	143.85	29.81	29.19
"Zm00001eb329730"	29.94	32.65	0.59	0.24	18.33	12.88	22.78	23.01	3.13	2.97	3.86	5.21
"Zm00001eb329850"	13.07	13.97	57.38	57.64	27.24	16.1	10.38	11.43	74.86	71.12	23.95	25.26
"Zm00001eb329960"	256.01	269.77	82.04	72.05	282.61	300.3	321.48	330.7	72.24	71.11	199.32	197.55
"Zm00001eb330030"	21.87	22.22	39.06	38.16	8.17	8.83	15.4	17.62	61	65.83	35.16	37.57
"Zm00001eb330380"	66.18	72.25	76.86	77.59	102.4	89.1	62.21	65.19	110.39	115.96	152.18	147.53
"Zm00001eb330440"	29.85	27.5	29.39	29.89	18.96	24.85	51.27	41.89	19.32	15.32	16.92	17.63
"Zm00001eb330460"	16.93	15.26	1020.56	1097.26	43.56	37.47	39.64	41.32	251.23	230.2	94.5	88.58
"Zm00001eb330470"	473.59	454.68	232.43	206.94	351.14	353.13	348.65	353.11	241.72	234.35	175.37	171.65
"Zm00001eb330480"	105.27	104.19	32.76	26.38	79.36	78.17	111.04	104.86	24.13	25.62	35.67	38.12
"Zm00001eb330610"	3.47	2.78	6.68	8.58	25.35	21.25	10.45	10.03	13.19	13.25	27.9	26.85
"Zm00001eb330650"	11.34	10.35	41.85	35.9	7.42	8.83	7.98	9.41	35.6	33.07	66.39	65.78
"Zm00001eb330690"	26.82	24.93	47.37	46.01	23.2	25.67	37.94	39.12	33.51	34.89	31.45	32.02
"Zm00001eb330740"	10.57	9.11	10.27	11.47	11.65	12.55	13.25	13.15	30.51	30.04	21.44	21.81
"Zm00001eb330750"	24.01	25.13	22.19	27	31.06	36.07	32.45	31.24	22.39	19.22	36.54	36.06
"Zm00001eb330880"	158.69	157.01	659.84	655.94	397.2	356.1	36.02	39.38	170.03	177.81	196.7	200.38
"Zm00001eb330890"	1.65	0.4	371.68	331.63	25.27	16.87	0.56	1.64	347.86	339.1	23.86	16.17
"Zm00001eb330900"	3.42	4.95	698.98	744.49	41.03	35.07	2.3	3.62	764.28	756.55	36.96	43.18
"Zm00001eb331090"	30.84	35.35	28.83	32.27	24.05	19.47	35.46	32.27	27.83	25.46	18.52	19.51
"Zm00001eb331170"	11.31	12.76	24.45	21.48	10.87	13.97	8.78	8.21	91.43	95.82	37.85	36.58
"Zm00001eb331330"	0.66	0.96	109.85	109.65	30.79	22.19	0.59	0.49	228.9	232.33	3.99	4.26
"Zm00001eb331450"	11.22	18.68	55.9	65.24	86.53	72.27	37.13	41.57	103.92	113.82	347.71	352.69
"Zm00001eb331470"	148.75	150.53	50.26	57.49	118.83	112.23	117.08	120.04	71.94	73.97	83.89	87
"Zm00001eb331610"	23.73	23.03	26.24	26.31	22.25	19.77	21.26	19.16	22.1	19.73	10.84	11.86
"Zm00001eb331770"	17.33	17.68	60.92	51.98	18.22	21.26	19.6	19.59	104.46	97.41	27.38	30.21
"Zm00001eb331790"	32.8	28.5	28.12	18.92	36.1	42.98	23.3	22.66	28.79	25.27	26.37	29.55
"Zm00001eb331970"	27.07	23.24	62.1	59.15	50.87	55.07	32.5	31.61	48.55	50.24	17.11	17.65
"Zm00001eb332040"	81.49	71.49	39.75	41.73	66.04	67.15	69.76	68.78	38.65	41.74	40.82	37.56
"Zm00001eb332050"	4.8	4.18	1104.71	1109.14	61.09	66.77	4.14	3.25	40.74	45.13	24.83	22.36
"Zm00001eb332230"	22.22	21.21	46.01	42.83	30.93	38.55	36.45	37.32	64.16	61.6	56.95	52.13
"Zm00001eb332290"	73.68	64.66	339.47	326.45	102.21	120.36	103.45	102.73	277.81	266.14	127.37	127.92
"Zm00001eb332560"	14.46	17.44	23.72	25.35	8.36	6.86	8.44	9.46	26.51	25.72	21.71	20.66
"Zm00001eb332610"	2.46	1.69	69.96	66.96	2.37	1.53	3.45	4.32	106.33	95.65	11.49	11.75
"Zm00001eb332630"	9.75	8.77	159.8	171.33	11.08	11.98	5.69	5.28	40.66	37.39	5.83	4.2
"Zm00001eb332640"	3.86	2.85	19.17	18.02	6.57	7.2	3.78	2.87	13.52	13.81	17.05	17.62
"Zm00001eb332650"	22.92	22.5	686.06	669.98	61.14	60.32	61.9	61.8	281.86	294.6	74.69	71.83
"Zm00001eb332790"	60.3	58.87	33.06	36.95	45.22	48.74	34.28	37.95	35.54	38.51	25.6	23.6
"Zm00001eb332910"	47.66	62.21	35.05	30.45	52.98	51.22	51.51	46.49	29.87	30.6	27.29	40.79
"Zm00001eb332940"	89.69	91.29	64.69	62.01	85.57	88	58.47	61	75.14	75.4	63.17	65.48
"Zm00001eb333010"	112.42	120.1	85.31	93.94	109.85	117.15	225.14	217.3	140.85	145.15	189.44	180.59
"Zm00001eb333100"	124.86	133.79	8.91	11.44	71.41	88.98	76.88	69.81	15	14.32	35.33	32.91
"Zm00001eb333130"	3.88	5.92	34.53	38.31	6.67	6.13	5.9	5.36	56.65	52.62	9.62	10.88
"Zm00001eb333340"	12.03	16.25	22.25	19.96	15.53	18.27	19.72	23.47	24.53	28.83	29.5	31.2
"Zm00001eb333760"	168.17	159.4	52.31	56.29	87	101.03	142.04	141.24	39.02	40.87	37.21	43.99
"Zm00001eb333970"	34.47	34.9	31.63	33.07	67.79	52.9	22.34	17.86	75.35	77.19	34.15	35.88
"Zm00001eb333980"	27.34	23.96	135.29	132.75	27.13	28.83	8.4	8.79	103.05	112.39	11.61	17.38
"Zm00001eb334050"	241.31	244.87	124.86	119.69	206.47	223.61	281.51	274.24	121.72	127.99	90.49	81.35
"Zm00001eb334070"	5.08	4.63	25.77	23.83	14.64	16.13	4.4	4.88	45.34	47.12	14.09	14.04
"Zm00001eb334130"	26.78	20.54	68.69	60.09	15.79	15.69	21.18	23.25	31.27	32.51	18.81	19.09
"Zm00001eb334320"	16.76	16.11	47.17	38.44	16.94	16.84	33.4	40.88	37.43	39.46	102.41	106.15
"Zm00001eb334430"	8.54	9.08	38.43	39.76	15.86	18.65	11.85	11.35	153.78	156.18	44.33	44.71
"Zm00001eb334480"	75.37	71.53	33.83	43.01	48.72	52.1	84.59	68.32	58	49.76	60.97	58.73
"Zm00001eb334820"	46.69	41.47	17.79	13.8	37.64	51.41	43.75	41.86	21.39	23.08	41.75	40.42
"Zm00001eb335070"	4.68	3.6	137.05	129.57	26.79	26.43	4.77	5.17	1414.86	1403.96	78.61	83.09
"Zm00001eb335140"	33.58	37.23	38.85	37.53	54.61	43.96	16.39	14.9	63.45	67.14	51.63	52.14
"Zm00001eb335200"	58.57	60.87	87.79	89.57	69.5	62.29	109.77	109.37	56.63	52.27	71.43	72.31
"Zm00001eb335620"	337.53	333.73	164	178.14	247	227.65	367.05	384.1	160.81	177.21	130.4	133.53
"Zm00001eb335790"	33.91	31.84	49.49	56.31	24.66	25.29	48.32	53.3	42.15	41.1	13.41	13.36
"Zm00001eb335810"	7.36	8.42	65.64	60.55	9.52	11.38	12.65	11.93	12.97	16.19	2.47	4.96
"Zm00001eb335870"	122.26	117.94	59.94	63.32	76.97	87.53	67.52	67.26	88.65	92.77	47.84	48.24
"Zm00001eb335880"	991.01	1132.76	672.8	648.72	1854.25	1455.9	1440.57	1502.94	988.08	985.23	1224.38	1256.29
"Zm00001eb336090"	53.34	48.79	74.73	71.02	101.52	92.81	44.97	44.83	27.56	28.62	30.26	32.2
"Zm00001eb336410"	8.36	8.23	481.73	430.31	39.88	36.28	19.95	15.72	158.4	138.32	38.6	37.16
"Zm00001eb336470"	11.85	10.94	13.26	15.41	16.39	16.89	10.98	11.69	16.8	14.73	18.14	16.97
"Zm00001eb336580"	3.14	2.57	1394.74	1407.75	39.41	36.44	8.76	5.67	431.61	433.38	18.97	17.03
"Zm00001eb336760"	5.54	5.4	69.71	68.89	43.06	47.77	16.63	14.44	182.3	181.39	150.53	151.28
"Zm00001eb336790"	5.02	4.8	28.41	33.51	11.33	8.94	3.98	4.75	41.47	44.54	24.03	18.8
"Zm00001eb336820"	15.81	20.98	22.94	17.68	9.96	13.43	28.15	31.61	29.87	29.49	29.52	26.92
"Zm00001eb336840"	25.52	21.23	11.65	14.02	23.35	28.52	19.36	19.85	17.28	20.95	17.46	17.76
"Zm00001eb336930"	24.52	25.51	3.27	2.24	10.48	10.06	38.25	35.92	1.96	2.67	18.41	34.5
"Zm00001eb336950"	5.21	4.97	11.37	12.96	11.49	12.45	14.83	13.97	30.27	29.24	27.96	27.93
"Zm00001eb337410"	1.99	3.15	120.7	115.54	5.01	3.63	11.07	9.01	333.78	335.89	13.04	13.76
"Zm00001eb337520"	8.26	7.39	67.78	78.45	7.74	8.78	11.79	11.64	78.52	83.43	52.54	56.96
"Zm00001eb337550"	10	6.23	14.81	16.44	19.18	16.21	14.23	15.48	8.56	8.65	34.69	36.14
"Zm00001eb337600"	62.95	60.44	30.91	34.11	66.92	76.17	22.73	24.76	39.84	39.99	35.42	30.61
"Zm00001eb337690"	7.63	10.27	8.76	6.74	7.62	14	56.84	47.12	16.34	15.8	182.2	198.44
"Zm00001eb337740"	5.11	4.25	33.76	27.55	12.65	15.08	13.8	10.83	10.94	12.68	13.13	18.86
"Zm00001eb338240"	16.07	17.22	24.97	21.64	24.77	18.27	16.66	15.14	35.19	32.56	23.77	27.89
"Zm00001eb338310"	17.51	18.66	17.49	11.33	17.13	14.72	11.54	12.21	12.85	13.68	8.07	10.86
"Zm00001eb338880"	6.02	4.7	52.6	47.62	7.63	7.16	7.36	5.92	17.38	14.43	10.8	10.45
"Zm00001eb339270"	219.47	227.74	94.07	95.09	163.82	170.66	194.21	187.63	89.71	87.84	64.59	57.18
"Zm00001eb339460"	49.16	62.04	29.5	29.29	37.87	38.11	46.67	55.32	30.12	32.36	31.54	28.6
"Zm00001eb339490"	8.76	8.81	775.77	787.79	20.52	22.1	10.49	14.5	118.79	122.57	5.37	5.24
"Zm00001eb339700"	29.16	29.73	9.97	13.36	35.4	34.62	35.32	37.23	17.58	18.94	33.55	29.23
"Zm00001eb340450"	44.19	42.33	16.42	16.44	322.56	284.61	124.08	129.52	136.03	150.43	84.65	87.69
"Zm00001eb340890"	46.64	47.79	38.28	39.24	70.11	73.77	35.38	29.51	54.53	43.81	23.12	27.09
"Zm00001eb341220"	11.57	11.57	83.42	84.95	23.88	22.11	11.25	9.89	64.88	60.58	7.02	7.22
"Zm00001eb341390"	53.75	47.43	56.3	58.04	41.04	45.31	33.52	34.22	49.53	52.88	16.31	16.57
"Zm00001eb342330"	7.52	8.37	38.68	34.91	4.08	5.09	7.71	6.89	32.77	28.39	12.63	13.64
"Zm00001eb342430"	14.92	16.7	24.96	25.3	15.84	18.855	17.075	19.3	31.39	28.715	11.03	11.46
"Zm00001eb342620"	7.14	8.02	21.02	22.41	13.51	16.56	9.79	10.21	28.93	24.91	14.56	13.17
"Zm00001eb342660"	32.98	39.78	31.7	32.5	28.04	24.71	51.42	53.38	29.89	33.13	28.08	31.5
"Zm00001eb342960"	206.18	208.27	75.68	71.8	160.17	144.02	192.38	204.91	75.85	68.88	70.38	68.14
"Zm00001eb342970"	6.46	7.35	21.22	23.21	8.32	8.66	20.26	21.04	15.89	15.34	22.78	22.21
"Zm00001eb342980"	13.09	13.21	14.3	15.01	10.41	11.7	12.72	15.72	20.94	16.65	11.69	10.75
"Zm00001eb343030"	111.94	112.97	74.55	77.51	148.07	142.39	82.37	84.14	72.36	65.55	51.41	47.9
"Zm00001eb343200"	14.8	12.17	11.57	15.92	4.54	4.54	14.48	12.48	5.28	5.24	1.27	1.3
"Zm00001eb343460"	25.61	18.6	16.72	16.67	12.94	11.25	22.19	22	17.6	16.4	13.01	10.71
"Zm00001eb343610"	20.99	19.59	8.21	8.36	30.39	34.24	22.04	27.92	12.83	17.35	26.25	25.75
"Zm00001eb343620"	8.88	11.67	23.8	26.28	5.71	6.38	9.56	10.09	40.83	43.62	16.68	15.25
"Zm00001eb343660"	30.47	27.62	18.53	18.12	26.94	26.87	33.44	35.69	24.14	24.93	49.93	44.8
"Zm00001eb343830"	151.66	162.29	34.57	32.09	93.72	94.59	128.36	120.88	34.52	31	40.87	40.71
"Zm00001eb343900"	19.53	18.44	2873.86	2809.79	89.34	75.75	96.86	102.93	256.33	243.71	32.58	33.5
"Zm00001eb344210"	19.27	15.61	3.06	3.97	16.18	10.46	61.66	59.33	76.59	78.61	52.19	52.01
"Zm00001eb344820"	31.49	27.94	151.33	144.54	157.26	127.09	93.81	92.04	208.85	218.76	179.24	192.01
"Zm00001eb344900"	17.88	19.17	27.19	30.28	23.6	24.51	16.98	18.46	22.14	21.78	23.62	24.16
"Zm00001eb344910"	23.87	25.68	17.92	18.43	40.22	31.73	29.9	30.53	25.9	29.31	30.59	38.51
"Zm00001eb345420"	134.2	129.97	62.8	59.34	69.72	75.28	92.65	92	99.14	94.56	58.05	55.46
"Zm00001eb345450"	11.17	10.94	39.88	38.81	24.01	22.8	14.22	16.56	22.98	22.76	52.1	51.47
"Zm00001eb345540"	33.03	32.47	25.42	24.35	24.11	21.16	30.3	32.72	14.93	17.38	11.17	12.59
"Zm00001eb345550"	18.4	17.05	32.52	40.69	55.08	61.41	21.48	37.1	47.07	43.01	39.21	42.25
"Zm00001eb345630"	49.41	45.35	19.36	20.42	30.01	32.26	31.7	37.21	32.44	30.62	12.63	12.25
"Zm00001eb346120"	77.65	82.52	52.22	47.55	100.66	100.88	108.85	103.15	53.71	51.86	97.09	101.24
"Zm00001eb346150"	29.75	30.36	54.05	54.41	123.67	109	54.15	56.19	151.91	150.2	143.62	135.3
"Zm00001eb346210"	171.4	160.21	85.68	84.15	137.67	151.55	133.19	144.33	69.35	68.07	44.73	46.84
"Zm00001eb346230"	205.38	192.4	106.3	113.18	145.16	153.69	198.58	199.96	122.99	118.73	61.52	60.13
"Zm00001eb346580"	25.51	24.87	19.02	18.41	77.2	81.29	52.58	49.68	135.83	128.76	80.35	71.18
"Zm00001eb346660"	8.81	10.48	35.08	33.02	21.7	18.65	13.37	13.81	45.21	44.5	17.82	18.2
"Zm00001eb346760"	10.27	9	27.91	26.99	20.6	18.65	12.27	14.71	74.26	73.08	12.49	11.68
"Zm00001eb346800"	1.39	2.51	619.91	582.19	16.53	12.94	3.2	3.2	152.95	154.69	8.75	8.88
"Zm00001eb346900"	17.16	16.88	22	24.09	27.49	28.65	23.62	22.62	30.87	25.22	23.69	21.42
"Zm00001eb346960"	50.89	51.71	60.58	55.74	41.13	47.98	62.4	61.8	85.45	86.18	61.19	57.1
"Zm00001eb347000"	23.49	23.87	23.49	22.04	24	27.53	27.99	29	40.01	37.78	25.59	33.09
"Zm00001eb347070"	29.56	25.25	50.84	53.03	21.21	22.81	22.04	25.01	42.61	40.32	10.86	8.28
"Zm00001eb347150"	7.54	5.15	60.17	61.64	3.74	4.74	14.61	17.17	15.13	12.55	7.51	7.83
"Zm00001eb347280"	7.83	8.26	33.34	31.25	7.38	9.28	10.48	12.01	20.69	17.39	7.37	8.54
"Zm00001eb347380"	157.17	141.18	37.13	36.07	107.05	111.87	121.4	126.41	46.25	43.12	30.72	30.2
"Zm00001eb347530"	54.58	69.68	1.77	2.52	64.32	51.51	21.39	21.21	2.98	2.67	2.47	2.56
"Zm00001eb347600"	15.46	16.76	25.34	21.31	12.64	11.92	30.2	31.92	21.86	23.74	20.9	14.98
"Zm00001eb347720"	4.37	5.61	5.54	6.46	13.28	17.52	13.25	14.59	9.61	8.33	57.56	57.76
"Zm00001eb348240"	91.68	96.42	214.84	215.72	119.89	124.24	82.2	82.71	182.58	174.31	114.29	121.91
"Zm00001eb348450"	10.72	11.63	43.13	48.73	32.85	29.81	22.08	25.88	88.71	91.56	96.23	98.34
"Zm00001eb348520"	1.87	1.65	16.7	14.23	18.99	15.71	1.94	2.71	16.23	15.37	17.32	21.75
"Zm00001eb348730"	29.13	24.82	20.5	22.49	29.18	28.93	28.11	24.49	20.61	22.03	25.28	28.21
"Zm00001eb349010"	77.94	76.92	90.36	94.2	106.45	129.61	65.12	60.82	124.32	121.54	75.29	71.32
"Zm00001eb349110"	54.58	55.48	42.31	35.04	88.29	86.5	49.31	43.54	109.81	112.48	28.02	34.24
"Zm00001eb349200"	27.85	29.93	57.13	55.26	17.85	15	19.59	18.25	38.26	42.04	20.4	18.77
"Zm00001eb349410"	7.9	9.22	42.39	47.39	21.08	20.91	14.46	9.43	53.14	58.4	32.64	30.87
"Zm00001eb349480"	75.57	78.34	65.89	60.99	62.67	75.12	108.33	109.32	112.81	105.84	178.29	175
"Zm00001eb349520"	17.17	17.47	46.3	47.22	33.24	32.22	27.88	27.4	56.65	56.52	47.2	47.42
"Zm00001eb350050"	39.64	38.69	53	47.27	44.01	44.03	45.6	49.12	93.4	82.5	63.47	62.84
"Zm00001eb350370"	110.69	109.5	73.19	67.14	87.11	83.88	84.82	91.17	38.8	39.72	49.22	46.94
"Zm00001eb350630"	27.45	32.23	18.58	13.71	33.17	21.6	29.48	28.27	82.52	81.76	92.93	94.96
"Zm00001eb350910"	11.71	13.39	11.19	11.59	27.65	20.81	18.6	19.46	56.75	61.63	43.62	47.48
"Zm00001eb351000"	99.56	88.58	43.27	39.81	90.26	99.06	65.6	68.26	53.29	46.72	44.45	42.89
"Zm00001eb351120"	67.71	72.81	46.02	41.94	68.58	65.21	59.6	58.79	117.51	107.64	58.81	59.87
"Zm00001eb351270"	43.42	42.85	30.16	27.12	37.29	37.51	29	28.91	41.79	40.77	21.87	20.87
"Zm00001eb351280"	30.32	30.04	81.43	87.6	49.99	54.56	43.27	41.4	50.26	52.8	36.74	43.07
"Zm00001eb351330"	176.33	171.76	96.23	79.39	135.55	142.63	156.24	159.39	91.01	105.27	56.71	57.68
"Zm00001eb351340"	38.36	35.5	48.88	42.21	70.4	64.23	98.83	98.68	82.26	75.53	133.46	132.07
"Zm00001eb351350"	42.41	41.89	20.61	14.29	30.64	36.1	46.31	43.52	17.25	18.11	35.1	33.95
"Zm00001eb351420"	59.19	59.72	29.89	20.15	110.16	126.52	58.1	60.68	46.89	46.5	66.37	68.68
"Zm00001eb351630"	77.45	66.25	84.92	81.59	75.95	74.83	69.41	74.97	66.48	58.54	36.94	36.12
"Zm00001eb351690"	50.14	49.97	7.75	7.82	25.67	22.66	40.68	37.39	27.26	33.18	25.9	28.73
