gene_id	treatment_1	treatment_2	treatment_3	control_1	control_2	control_3
Zm00001eb294830	1.125713713	3.512796059	1.079172091	3.860542564	1.866026227	1.184358484
#N/A	0	0	4.066880009	0	0	0
Zm00001eb146160	1.259969555	0.298270097	2.850775417	3.169906138	1.47880632	0.270747619
Zm00001eb227890	0	0	0	0	0	0
Zm00001eb297000	0.076565087	0.657034925	0.089710588	1.079148917	1.178920001	0.886091734
Zm00001eb253080	1.344304682	1.314347959	1.058679875	2.293048704	2.357446044	1.952070548
Zm00001eb075300	1.983400351	2.202631366	1.093614792	1.886243485	1.181874688	1.557963488
Zm00001eb357020	0.800988603	0.853274003	0.097087321	0.664091641	0.895340612	1.745786937
Zm00001eb342880	1.388380246	2.016254866	0.875943387	0.649334049	0.663546876	0.50707051
Zm00001eb016720	0.851684084	1.461726773	0.498955094	1.613994875	1.972016032	1.3539264
Zm00001eb428800	1.704405417	1.234082989	1.435369415	3.621082812	1.76972888	1.849234922
Zm00001eb405440	0.889102778	1.198958874	1.322861354	0.959460162	1.155135006	0.979965017
Zm00001eb275490	1.415339085	0.115672168	0.631748351	3.911478276	2.894789769	1.07998634
Zm00001eb080370	0.826019497	0.526259704	0.601233463	1.826252014	1.34895654	1.158735344
Zm00001eb219850	3.16550696	1.608421496	3.074561287	0.51799148	0.94512155	1.48318124
Zm00001eb266600	1.515838104	1.511740422	0.912047845	1.086932942	1.47744411	0.474131708
Zm00001eb220360	1.265547677	1.940454887	0.850446758	1.589309576	1.176424756	0.985805226
Zm00001eb106100	0.897107236	0.898149895	0.825889479	1.292765062	1.402103399	1.264507083
Zm00001eb326000	2.592622183	2.399326885	3.15687838	1.053684866	1.483103676	1.991252276
Zm00001eb291410	1.97844185	1.474386371	1.891099204	2.028799964	0.970437306	0.926988275
#N/A	0.701383803	0.509287175	0.600549639	0.872265446	1.355420432	1.368868697
Zm00001eb407700	0.868802362	1.732314903	1.077847953	0.805058333	0.973284681	1.205653462
#N/A	1.522403831	0.703464572	1.509357529	1.262209793	1.043948693	1.563804026
Zm00001eb103180	1.164169771	1.232124127	1.063956435	0.900854748	1.390007959	0.967292113
Zm00001eb018960	0.473945064	1.052663183	0.849308275	1.409972347	4.450873623	2.804542841
Zm00001eb409230	0.825667908	1.093172743	0.729716576	2.409626581	1.659422749	1.701088588
Zm00001eb185550	1.682692438	1.640444545	1.140037819	1.214783977	1.539910394	1.365515891
Zm00001eb204420	0.572134717	0.294582691	1.877021543	0.379480938	0.927317063	0.101866843
Zm00001eb157010	1.167017418	1.448545043	1.342965713	1.261286793	1.030194199	2.152047497
#N/A	0.513510502	0.19585041	0.066852822	0.331136106	0.323671764	0.25396939
Zm00001eb417870	2.29107862	2.056606496	2.172273182	0.912264851	1.465809745	1.476024757
#N/A	3.026235066	1.424123199	1.715715004	0.566553182	1.26578779	0.695241206
Zm00001eb430590	2.358975589	0.613433065	0.628179406	3.141138267	0.86896187	0.095456459
Zm00001eb272940	0.89597622	0.916732237	0.403771871	1.828541353	1.899030772	1.902038822
#N/A	2.213184538	1.774681093	2.805722097	0.240646448	1.675955959	1.098174263
Zm00001eb377880	3.970659457	0.973536573	3.323131525	1.142134263	0.722369167	0.432834992
Zm00001eb020380	2.413183949	1.785868422	1.530484256	1.762125517	1.417395258	1.793535075
Zm00001eb146650	0.065080324	0.39093578	0.152508	3.291404197	5.485080425	0.057936767
Zm00001eb338910	1.349293567	1.736822286	0.875171248	1.797887899	0.937258989	0.793642102
Zm00001eb152420	0.824166146	1.688272208	1.183721671	1.983797158	2.36998565	1.585741645
Zm00001eb009210	1.32691136	1.348891305	1.172026848	2.344120896	1.472375277	1.558358006
Zm00001eb385790	1.41880292	2.136017922	0.583297531	0.784210209	1.93650403	1.307385854
Zm00001eb079390	0.184298263	0.118615155	0.107970266	5.04239494	2.427026737	0.943395147
#N/A	1.039840961	0.446164076	2.842867579	2.514521749	0.842688127	0.385709407
#N/A	0	0.214607687	0	0	0	0
Zm00001eb285530	0.961186324	1.199754962	0.989702268	1.714563874	0.896968504	1.296487098
Zm00001eb256520	0.470145484	0.089655602	0.244828897	0.173241298	0.254004239	0.883584142
Zm00001eb282060	0	0	0.650700801	6.90655307	0.075009647	0
Zm00001eb212420	0.541709055	0.885450865	0.332469959	1.154894299	1.128861118	1.033389076
#N/A	0.91059757	0.260473117	2.845169496	2.055188869	1.147920911	1.396111896
Zm00001eb177880	1.278771279	1.254129821	2.497207023	0.706810987	0.740226778	0.487888566
Zm00001eb027900	4.512624482	1.380876984	3.688883323	2.842282478	3.005005729	0.903112877
#N/A	0.183756209	0.26281397	0	12.69586961	2.084826949	0.763402109
Zm00001eb234280	0.408347131	1.752093132	0	5.078347846	1.820087019	2.908198511
Zm00001eb414390	0.178506032	0.919097997	3.032730521	1.664972615	1.555110714	0.715105241
Zm00001eb128080	0.454709687	1.48277576	0	5.051736416	1.10549152	0
Zm00001eb046450	2.313967076	2.102511759	2.711253339	2.708452184	0.661849825	0.848224566
Zm00001eb356480	0.622006637	1.265228315	0.998724958	1.069598927	1.082827313	0.881869377
Zm00001eb212390	1.846820884	1.908998752	1.05736148	0.852589269	1.037461273	0.784686078
Zm00001eb299750	1.048454101	0.968928612	0.724478625	1.459915747	1.405220525	1.902639446
Zm00001eb330280	0	0	0.971195226	0.60131681	0	0.368950557
Zm00001eb200770	1.329300235	2.786000135	2.336292771	0.678221251	1.926649174	1.410964151
Zm00001eb366630	1.063440188	0.136886936	0.498409125	0	1.42199139	0.804704716
#N/A	1.735475307	2.520318583	1.251347695	1.660229103	1.406430878	1.307291157
Zm00001eb337390	1.494667728	1.846991191	1.26092739	1.710115413	1.962273895	1.623338319
Zm00001eb094550	0.314829627	0.760735093	0.689228571	0.157987058	0.295423221	0.538417802
Zm00001eb194620	0.487679098	0.790493363	1.650737072	1.572393912	2.371293692	0.241193827
Zm00001eb302850	3.210286339	1.576104726	2.314745934	2.316118032	1.400871863	1.483914037
#N/A	0.289245884	0	0	0.23981087	0	0.257496743
Zm00001eb271700	0.834883444	0.806001863	0.591010959	3.042767326	1.480041403	1.362610828
Zm00001eb338340	1.356092333	1.039031974	1.815909213	1.445557619	0.981230845	2.457596823
#N/A	3.117223163	3.244162252	4.040976315	3.68422815	1.236225868	0.70852607
Zm00001eb401280	2.333837983	2.992626226	0.691491835	1.868238915	2.434834393	2.961267826
Zm00001eb280920	0.52501774	1.013711027	0.15378958	0.072547826	1.595530828	0.155796349
Zm00001eb077990	1.014811832	1.552384212	1.292440681	1.170602215	1.787835862	1.374770747
Zm00001eb083950	1.334981005	0.343679807	0.625673848	0	1.190056897	0.475378603
#N/A	0.610359837	0.785660432	0.456903209	2.417762133	1.786186299	1.222567983
#N/A	1.738845162	0.312314854	1.516196042	1.542240006	0.917593738	1.187984974
Zm00001eb168050	0.73189374	1.256133223	1.676126266	0.634387862	0.593127399	0.325778627
Zm00001eb232970	0.549702379	0.796029335	0.32204054	3.446630141	1.684468767	1.452799881
Zm00001eb359870	2.029623664	3.660092857	2.412555938	2.34120443	2.145403035	2.670983166
Zm00001eb419690	1.190929794	1.873636203	0.930267451	1.268115939	1.759944153	1.746223475
Zm00001eb178750	0.479670718	0.926154412	1.686076933	2.054732679	2.267566099	1.067548877
Zm00001eb391860	4.679402326	3.626188574	1.594999695	1.645910287	3.286566573	2.903413118
Zm00001eb219750	2.997569077	1.762523185	2.178879294	1.932975759	1.484531216	1.383687519
Zm00001eb399590	1.109999435	1.224686418	0.464491372	0.394409757	1.670582871	1.835154454
Zm00001eb207790	0.943842215	0.967437744	0.675822276	0.152158639	0.3399514	0.536820738
Zm00001eb292950	1.962220824	1.953275686	1.37946935	0.390445839	0.318037133	1.117975809
Zm00001eb143390	0.8914228	1.496670126	0.999059853	2.892011986	2.073002337	1.897680712
Zm00001eb010710	1.735475307	1.6009751	1.169228003	1.25900707	1.44159165	1.158735344
#N/A	0	0	0.277287273	0.686731129	0.671251101	0
Zm00001eb081850	2.168402987	1.395593489	3.387596363	0.374541924	1.061687518	2.332551842
Zm00001eb296760	1.534525535	1.19142333	2.482937269	2.544519552	1.125144703	0.455362662
Zm00001eb119030	1.260890233	1.149645368	1.55124182	0.849380581	1.021826672	0.954115076
Zm00001eb240460	0.65080324	0.310266492	0.931993335	2.398108705	2.051045031	0.579367672
Zm00001eb175970	1.267545035	1.103494116	0.860968423	2.11704839	1.697145641	1.847980155
#N/A	0.067983799	0.175018661	0.278795909	0	0.027547068	0.030260771
Zm00001eb157350	0.699184296	1.58570731	1.34587396	2.360153028	1.457021917	1.95623425
Zm00001eb375570	2.780880314	2.903431483	1.629165582	2.075040054	2.366309519	1.774206046
Zm00001eb028310	0.774709721	1.56507043	1.002274226	1.873386909	1.059455552	1.494292647
Zm00001eb048950	0.623853679	2.755494486	0.279486027	3.65104127	0.654269166	0.604380021
Zm00001eb075580	0.222075039	0.857570703	1.084180097	1.810515245	1.289783768	1.285042988
Zm00001eb033510	0	0.165220493	0	0	0	0
Zm00001eb274760	0.730726445	1.109422534	0.52688324	1.304881822	1.480453556	1.876494484
Zm00001eb194680	0.967218874	0.314057196	0.459438327	1.863902398	1.75833283	1.442843675
Zm00001eb418330	2.634231997	0.687989641	1.274860644	1.092007704	1.183412966	1.12156235
Zm00001eb098400	0.515393217	0	0.201293786	0	0.139225055	0.356860748
Zm00001eb333540	0.615917299	0.991017557	0.405936267	0.351072476	0.71751372	1.028083115
Zm00001eb157020	1.096089668	1.022388441	1.00508705	0.987779329	1.622062157	1.018202225
Zm00001eb367720	1.889666875	2.432395456	3.505665944	2.056298882	1.786619188	3.539728386
Zm00001eb271050	1.570191944	1.702033329	1.258796193	1.233313048	0.803674788	1.029986973
Zm00001eb340670	0.44608806	1.743892141	0.638827641	2.732759495	2.068641688	1.345806064
Zm00001eb123830	0.304024871	0	2.671672999	2.268575826	0.985528207	0.947287289
Zm00001eb348140	0.514450137	1.635073189	0.58045131	1.405954307	1.15808581	1.22128373
Zm00001eb022180	0.823904683	0.647107441	1.276240396	1.3893379	0.882712988	0.733468595
Zm00001eb169100	0.633408499	0.642380321	0.674689771	0.716117254	0.839969778	1.460967696
Zm00001eb316430	0.514214906	0	0	1.385573918	0.41672026	1.48775896
#N/A	2.611850031	2.525943955	0.971517454	1.443639162	1.007926575	1.845364848
Zm00001eb278360	0.818477437	1.326694101	0.791557432	1.981917912	1.516102656	1.052475771
Zm00001eb313660	0.274538467	0.53849642	1.470510286	2.178620789	0.95351246	0.558637002
Zm00001eb054660	0.932273329	1.587341599	0.95362653	1.25142423	1.067315143	1.356889517
Zm00001eb405880	1.861730601	2.060383749	1.579614307	1.84160555	0.98849026	2.160305598
#N/A	2.562369817	2.818685252	1.662349797	1.20479714	1.651482006	2.128016024
Zm00001eb202380	0	0	0	0	0	0
Zm00001eb020720	2.162573072	2.038149154	1.742948575	1.621962118	1.504357638	1.474501158
Zm00001eb061000	1.004748862	0.470298683	1.070231581	1.893243714	0.444136067	0.487888566
Zm00001eb095970	2.406156999	0.640805377	1.263811318	4.058631784	1.546513635	0.886363291
Zm00001eb113430	2.293101993	2.560183229	2.073210104	2.026179526	2.327737771	2.182672418
#N/A	0	0	0	1.438865223	0	0
Zm00001eb304860	2.92861458	2.122222807	2.592636006	2.859744631	1.828360142	2.510593245
Zm00001eb169930	0.6678076	1.08246894	1.477987272	0.553672604	1.202648732	1.056898746
#N/A	0	0	5.509966464	0	2.722124281	3.588341711
Zm00001eb297530	1.122477741	0.886182642	0.631294346	1.917108245	2.310528917	1.219107829
Zm00001eb183740	1.032679521	0.609250566	1.588099838	2.996644927	1.516853137	1.723738528
Zm00001eb329870	1.577236246	1.831189704	1.608875608	1.907660931	1.729321009	1.26369949
#N/A	0.373666932	0.44892147	1.138337227	0.867449847	1.635228246	1.530195957
Zm00001eb251370	1.050771314	2.291840954	4.30912584	1.960163976	0.780583921	1.130315066
Zm00001eb410050	1.569605193	1.346939538	1.19940754	0.990153021	1.990971511	0.94167023
Zm00001eb376860	0.679099033	0.543910651	0.318277566	1.651567038	1.651027553	0.846380599
Zm00001eb366420	0.383883939	1.81184193	1.180707099	1.153744464	0.661087325	2.264072746
Zm00001eb224800	0.760279805	0.844315746	0.786011169	5.339353841	1.55845025	0.9555212
Zm00001eb407570	1.745010886	1.54655913	1.039065497	1.399335959	0.973682916	1.833603182
#N/A	1.096089668	1.746823679	1.284277898	3.635027932	1.776544267	2.927331396
#N/A	0	0	0	0	0	0
Zm00001eb412040	0.525964855	0.967180695	1.760765849	1.40166065	1.339619069	2.107044907
#N/A	0	0	0	0	0	0
Zm00001eb389630	0.618877043	1.213903016	1.450264758	1.368279382	1.600146829	1.285540344
Zm00001eb139660	2.450956568	1.548765349	2.584586368	1.385497897	1.968200701	1.309156052
Zm00001eb161700	1.192094614	0.964526792	1.057551389	0.974234385	1.163889918	1.131993678
Zm00001eb189410	0	0.168597641	2.186907175	1.87323963	0.875702245	0.874517241
#N/A	0.749725333	0.929310197	0.878446082	0.345327653	0.810104186	0.74159062
Zm00001eb213820	2.074885607	2.472972779	1.384389966	0.836240858	1.35453306	1.026186283
Zm00001eb269850	1.312416109	1.231001633	1.323176398	1.121850951	1.747904326	1.40384155
#N/A	1.459125736	0.910642036	2.020488157	1.319723517	0.967481114	1.298964462
Zm00001eb254600	0.155803269	0.222834787	0.365106435	6.803213124	3.493279688	0.970910413
Zm00001eb001490	2.10211796	1.664551728	1.955626055	0.65076186	0.665338275	1.172623436
Zm00001eb134480	2.029341733	1.570166529	1.793065307	1.820417343	1.887223543	1.184649553
Zm00001eb419890	0.554404398	1.171091874	0.699558882	4.349006967	2.488374632	1.063030923
Zm00001eb278150	0.787178455	1.244357921	1.310678836	2.164022762	1.208709826	1.217133147
Zm00001eb226820	0.350011827	0.508299546	0.55206516	1.227732446	1.101870863	0.778981744
Zm00001eb094630	1.482980854	1.557068189	1.042556785	1.388639545	1.625977056	1.413391785
#N/A	0	0	0	0	0	0
Zm00001eb191410	3.065255088	1.856763631	2.27111481	1.308059294	2.082248313	1.685433228
Zm00001eb330680	2.28799816	1.235054899	1.556608533	1.805168183	1.734570392	2.168265546
Zm00001eb235850	1.493873537	0.655219525	0.661246165	1.486266734	1.560376022	1.507217918
Zm00001eb135770	1.823287515	2.577706785	1.890420395	3.099466132	1.849650015	2.136958065
Zm00001eb202090	2.640896993	2.142078425	1.992229582	1.529679531	1.729738961	0.933966184
Zm00001eb243040	1.983400351	1.607475921	1.678394924	0.639495655	1.96453837	2.648537929
Zm00001eb261490	0.213378112	2.600134931	0	1.132221815	0.899193512	1.937557461
Zm00001eb379120	2.322694322	1.155475212	4.259706216	0.97681583	1.227595917	1.108789855
Zm00001eb394480	1.890121621	0.766757589	2.053573074	0.8832638	1.698857101	2.202744416
Zm00001eb413890	0.513159023	1.266040192	0.676421521	1.914547566	1.975356716	1.370496013
#N/A	2.66193205	0.134371052	1.65121444	6.620943732	1.522752229	9.478977852
Zm00001eb278460	1.13693183	1.486698089	3.488917859	4.892640498	2.895736366	1.253121065
Zm00001eb088740	2.186752222	1.638537634	1.937270826	1.530007275	1.365849212	1.709317632
Zm00001eb129510	1.141954323	0.949139404	0.816274571	1.89356582	1.530760726	1.636801921
Zm00001eb207270	0.929268687	0.83453208	0.506425736	0.591273568	0.84064772	1.365952976
Zm00001eb398620	0.282542051	1.000149036	1.241444435	3.455228642	2.862154416	1.226202693
Zm00001eb316520	0.155932889	0.223020174	0.852623762	3.404436517	1.684908872	0.740356692
Zm00001eb073610	1.453908517	1.203724161	1.043712569	1.264843175	1.145058768	1.093791475
#N/A	0.301094511	0.516761926	0.881973978	1.123355017	3.538105631	0.938156809
#N/A	3.586299426	2.105687759	1.326957828	1.251943155	0.305930584	0.672136514
Zm00001eb011150	0.685619874	0.778024982	1.041163563	1.163059348	1.151463877	1.007901482
Zm00001eb026550	1.533888946	1.528594874	1.584666023	1.203359299	1.804449332	1.600449662
Zm00001eb336990	0.797380546	2.133291773	0.494620542	0.816653235	1.55847746	1.377955544
Zm00001eb206610	1.367488067	2.004720514	0.233664788	1.889617803	2.170251752	2.155786687
Zm00001eb291660	2.103344138	1.804961778	3.285957913	1.485511726	1.262631212	0.970910413
Zm00001eb141540	1.844701026	0.458239742	0.341276644	3.058846348	0.118022172	0.388946129
Zm00001eb141530	1.871973365	0.361443033	0.548343372	1.047623218	0.682672067	0
Zm00001eb235620	0.711437082	1.039383989	0.489127861	0.711714249	0.929149705	0.779905438
Zm00001eb042100	1.777803973	1.002539144	1.309336979	2.021430167	0.823276612	0.904378805
#N/A	1.972961402	3.762389463	3.339122534	0.969340782	0.53296328	1.170932558
Zm00001eb277070	1.757561061	2.513719685	2.598662779	0.45103076	3.289522188	2.980270409
Zm00001eb343870	1.103504028	1.652142836	1.485534524	1.401555302	0.989416988	1.42131235
Zm00001eb139050	1.810004921	1.407049025	1.771463071	2.295122441	1.294261544	1.213236188
Zm00001eb121270	0	0.048170755	0.789259732	5.817514378	2.456515388	0.649641379
Zm00001eb250760	1.083133525	0.29574338	1.442156032	2.204219065	2.074734913	0.569780027
Zm00001eb302720	2.608558367	2.605474017	2.455159595	3.261821778	2.841741241	2.017674685
#N/A	1.610956899	3.426009912	0.656536683	2.671256512	2.383994942	1.434129843
#N/A	2.047913373	0.540736761	1.439712439	2.559917552	2.068155543	0.392672794
Zm00001eb275810	0.861328956	1.029516467	2.126551733	2.167861931	1.321255596	1.670495858
Zm00001eb016590	0.870017574	1.310064802	0.461611183	1.41542601	1.569763103	1.651334868
Zm00001eb423890	1.679492233	2.334805397	1.692346842	2.172222337	2.259363153	1.315725294
Zm00001eb159770	2.086522115	1.892260583	1.916912703	2.516239449	2.843819248	3.102860185
Zm00001eb046560	2.363998796	0.821116079	2.572026817	1.493308772	1.185963335	1.603439179
Zm00001eb086220	0.092971891	0.797828123	0.108934286	1.927051638	1.808268272	1.241502154
Zm00001eb432130	2.58695892	2.484252721	1.539614121	1.889485846	1.264539889	1.041833684
#N/A	1.080578965	1.118875254	0.429010498	1.332739658	0.825041785	0.961968965
Zm00001eb425460	1.441662752	1.015762907	1.77808696	1.056868699	1.512673289	0.864618649
Zm00001eb142610	1.11798861	1.210880209	0.763069911	1.00790559	0.774074535	0.879318274
Zm00001eb155860	0.937603143	4.240082075	0.331318	1.172205589	0.639225849	0.331224967
Zm00001eb234050	1.074664928	0.84885419	0.744057797	1.275741331	1.593368524	1.565515774
#N/A	0.242159345	0	1.134943258	3.212350265	1.373723183	0.431157337
Zm00001eb211710	1.74833068	0.57364827	2.018377486	2.621932184	1.916913197	1.075764171
Zm00001eb357650	0.607163373	1.380731119	0.533555686	2.391117134	1.525341944	1.56750204
#N/A	2.351289126	0.57649516	1.377491616	0.556980086	1.088849712	1.495142379
Zm00001eb153420	0	0	0	0	0	0
Zm00001eb431630	0	0.239883892	0	0.115881763	0	0
Zm00001eb215470	0.932494195	0.98253596	0.954291512	1.556029574	1.578348652	1.733834106
Zm00001eb145880	1.116401058	1.241887323	0.19378912	0.994159691	2.245076955	1.28833579
Zm00001eb141710	1.053576915	1.469187707	0.740679664	1.659669161	1.366111612	1.289654852
Zm00001eb151300	1.417737435	1.18896552	1.415752453	0.601073146	0.861701848	0.831851263
Zm00001eb153520	1.57035761	1.223574307	1.501327794	2.252484155	1.163314608	1.475176407
Zm00001eb071750	1.154195626	0.344507951	1.205364436	0.624086121	0.528682451	0.625437872
Zm00001eb280980	0.827421575	1.594686242	0.429114999	0.922173282	1.033296155	1.436972706
#N/A	0.995599659	0.055478114	1.378631924	0	0.859226811	0.794232504
Zm00001eb186380	0	0	0.142281516	7.752253446	4.330002937	0.648621534
Zm00001eb419050	2.753228623	1.713572538	2.144712993	0.714903496	1.091090686	1.185108497
#N/A	1.530323274	2.055490729	5.535114645	0.772298267	0.323524036	0.770022209
Zm00001eb117980	1.849999058	2.231650806	1.238643658	1.621462332	0.959514264	2.079841714
Zm00001eb213980	0.614528961	0.35156754	0.400020984	1.302055087	0.276674927	0.790219513
Zm00001eb302300	1.264180096	1.141939294	1.403268502	2.344476881	1.159294462	1.036568359
Zm00001eb427810	0.486834632	0.673076816	0.443659637	1.255736922	1.402777811	0.794561379
Zm00001eb056030	1.507288566	1.875521647	2.972894192	1.791204958	1.302941996	1.722028883
Zm00001eb050650	0.99561028	1.462121287	1.070337075	1.370077679	1.655276953	1.480257275
Zm00001eb352500	1.097953766	1.276524996	1.369459595	0.822208699	1.205512181	0.693664696
Zm00001eb068590	1.259111468	1.015663177	0.91467918	1.294456742	1.448946927	0.739797173
Zm00001eb229450	1.441779486	1.999319919	2.778807979	1.749737107	2.82791386	2.046194855
Zm00001eb359150	1.58061751	1.246412099	2.577776252	1.044837516	1.125144703	1.521211529
Zm00001eb328680	1.407629885	1.283966532	1.141827663	1.452693926	1.356129979	1.296936487
Zm00001eb361450	1.203240315	1.646847948	0.999369832	2.045700141	1.135567789	1.342347722
Zm00001eb294460	2.961230594	4.41576479	0.113758881	1.730663065	0.944177373	0.864324732
Zm00001eb348290	0.268718757	1.268289351	0.314855227	2.562108397	1.851044511	2.511839197
Zm00001eb132310	1.539161019	1.199739568	0.946795716	1.074053367	1.06023695	1.667094496
Zm00001eb149310	1.154844936	0.726746209	0.947184623	2.52133869	1.559812434	0.616849869
Zm00001eb152510	0.209654735	0.359825838	0	12.39934863	3.567992429	1.368707521
Zm00001eb427630	1.305902211	1.376231569	1.476425086	1.101705385	2.079475358	1.713245657
Zm00001eb209330	0.610706358	0.952856336	0.520406447	1.672425099	1.229793825	2.108788493
Zm00001eb132450	1.562474096	2.044047371	0.716931628	1.241077873	1.018297278	0.826799616
Zm00001eb081370	1.691277093	1.346318972	1.538388805	1.605173955	1.073045393	1.604688519
Zm00001eb279250	3.142711823	2.013673234	1.718400004	0.868530316	1.086658868	1.081797182
#N/A	0.662009124	0.994167812	1.357422202	0.411648858	0.13412321	0.147335885
#N/A	0.218451437	1.687155415	1.407766157	0.362231804	2.03588246	3.889461295
Zm00001eb419780	0.597335359	1.019233188	0.496435158	0.921385624	1.063852773	0.952236983
Zm00001eb097340	0.717157926	0.724024981	2.026574913	4.336998214	1.264933106	0.976435996
Zm00001eb206130	1.89011594	1.480169669	1.391707988	1.395811064	1.238793804	1.5998938
Zm00001eb266810	1.150137482	1.022227117	0.625673848	0.953567485	1.031937449	0.841054451
Zm00001eb406750	1.365143756	1.221333539	0.578551968	1.17998989	1.741855816	1.784161534
Zm00001eb400630	0.933761171	1.675439058	0.447577827	1.090878797	1.427450905	0.944621204
Zm00001eb064820	1.089141397	1.784302768	0.425378892	0.711451584	0.882641248	1.469078091
Zm00001eb146830	1.317544519	1.349469282	4.282673642	0.493325219	1.584387438	1.210760196
#N/A	0	1.827751699	0	0	0.575358087	2.528149842
Zm00001eb061940	0.97620486	0.418859764	1.048492502	1.618723376	2.505205002	1.810523975
Zm00001eb161220	2.768405905	2.19970117	0.72082556	1.785200397	2.575892002	2.525383813
#N/A	2.520308089	0	1.709643825	0.989792637	3.439932849	0.826613749
Zm00001eb157150	2.040068932	1.563091832	1.376573671	1.729155233	1.490898739	1.378320759
Zm00001eb289010	1.009669277	0.813925341	0.788679963	2.409852626	1.810039348	1.198456928
Zm00001eb148210	1.310381355	1.606413479	1.041852407	2.289250737	1.858385071	1.458183804
#N/A	1.64120639	1.265157899	1.727428107	1.54521056	1.825980606	1.262949298
Zm00001eb400840	0.059502011	0.051061	0.348589715	0.049332522	0.433984385	1.218327447
Zm00001eb402510	2.063107094	1.23596252	2.645372417	1.581407011	1.955859016	1.8019959
Zm00001eb194440	0.451505771	0.53275027	1.587075125	4.258105213	1.463602865	1.306324941
Zm00001eb010480	0	0.340046828	1.083354928	0.657071645	1.712693839	1.411060377
Zm00001eb066190	0.817310635	0.741829621	0.626146054	3.218714355	2.13989785	1.539150344
Zm00001eb231290	1.6572178	1.903457391	2.016428978	1.07804797	1.580620542	1.225644567
Zm00001eb108640	1.611421435	0.711166468	1.69927853	3.091916721	1.137996392	1.045167326
Zm00001eb368870	2.440807791	2.338105142	2.239124124	1.851090087	2.361372741	1.549659382
Zm00001eb109430	0	0	0	0	0	0
Zm00001eb200270	1.205256068	1.274806928	0.952405278	0.836594585	0.704161893	2.145921714
Zm00001eb073390	1.768465472	1.85235166	1.239193631	1.171536163	1.587723273	1.58206685
#N/A	0	0	0	0	0	0
Zm00001eb271020	1.508606345	1.116029347	2.560001071	2.15650075	1.264733846	1.157770535
Zm00001eb371210	0.454378989	0.682360634	1.508442767	1.506884306	0.736458351	1.48318124
Zm00001eb078190	1.886520227	1.166557923	1.040196663	1.472089464	1.79863274	1.086700287
Zm00001eb347100	2.357626832	2.023171693	3.913412839	1.140232818	0.875702245	1.486679309
#N/A	0.546674722	0.670175623	0	0.064748935	0.253157558	0.764765327
Zm00001eb269300	0.128553726	0.66190185	0.225937778	1.625384789	1.250160781	0.514993486
#N/A	2.565042682	1.572259526	3.792574319	1.164594726	0.296959012	0.652425766
Zm00001eb146610	0.8526804	0.794437081	0.756444439	1.009926848	1.194465374	0.975967379
Zm00001eb057820	0.747589363	0.549887691	0.458827488	3.040063958	2.654187504	1.20429246
Zm00001eb397760	1.71640415	2.06207884	1.099398332	1.878430643	0.964409745	1.446509177
Zm00001eb255360	1.396547188	1.576883819	1.062173367	1.056296352	1.469306612	1.177820397
Zm00001eb323310	0.935134753	1.106115106	1.036462138	2.158297834	1.59759624	1.282483779
Zm00001eb082710	0.987867181	1.186818391	0.591598146	0.637023957	1.0674247	0.762175883
#N/A	0.913250978	0.460997849	0.440607808	1.024402755	1.523734228	1.434719601
Zm00001eb047070	1.729071339	0.560540497	0.270124871	8.219053008	0.031138691	0
Zm00001eb252460	0.395424753	1.922866767	1.853261776	0.874247224	2.349985771	0.938722304
#N/A	1.735475307	1.838328966	1.207355003	1.371418416	1.384455396	1.327717582
Zm00001eb079770	1.296694758	1.180183487	2.62428861	0.912186255	1.337436156	0.524710344
#N/A	1.197644301	0.85645447	3.157354128	0.248238729	2.507311278	0.799638448
Zm00001eb427570	2.027502402	0.193319891	3.079488468	1.36968901	1.156248462	1.270152204
Zm00001eb319270	1.970886784	0.620141481	1.000683409	4.302978648	2.395812853	1.403641552
Zm00001eb317140	1.638021312	1.30853244	1.137594236	1.264237	1.375725123	1.071131461
Zm00001eb207560	0	0	0	0	0	0
Zm00001eb191270	0.711373047	1.207643202	0.289916199	0.39746871	0.31331381	0.426781731
Zm00001eb120610	2.664269128	1.005977908	2.372491195	0.309248645	0.410233996	0.332055502
#N/A	0	0	0	0	0	0
Zm00001eb227070	0.727458769	0.769016915	0.469413757	0.48949583	0.862940039	0.534981421
Zm00001eb055110	0.432766874	0.668473492	0.185925246	0.394682957	0.526072044	0.642106863
Zm00001eb135240	1.628825986	0.965119457	1.226880003	0.546608018	1.760002887	1.03574109
#N/A	0	3.4714133	2.106585328	1.117967224	0.364255479	0
Zm00001eb376650	1.067812604	0.778017492	0.613769701	3.457730939	1.828677621	2.511029188
Zm00001eb184610	3.537552686	1.973212907	6.816085778	0.488824926	1.879370359	1.662105432
Zm00001eb325820	1.66875327	0.325459631	1.036881589	4.926264583	1.618733071	1.373038077
#N/A	4.532653155	2.943516462	1.578906356	2.234473052	0.992774738	0.872459553
Zm00001eb218280	0.830472846	0.328920551	1.94611436	0.370750548	0.776556927	1.137408927
Zm00001eb056780	1.559143591	1.414417001	0.782928772	0.277000792	1.064976537	0.356915272
Zm00001eb118860	0.489742192	0	0.737776665	3.248322832	1.814343082	1.307956581
Zm00001eb225120	2.059133081	2.154905541	1.471138267	0.541309425	1.261717733	1.56485159
Zm00001eb053570	0.47884837	0.432545783	0.531532522	3.761132168	0.6944217	0.875011119
